Batch Size, Conv2d Depthwise [ms]
1, 0.39538249999999886
2, 0.6144758399999994
4, 1.1328633300000002
8, 0.6974933299999986
16, 0.8151920800000001
32, 1.2917629200000014
64, 1.9339479199999987
